Timestamp,Date,Measure,TBILL,MPLcashUSDC,MPLcashUSDC-SPL,MPLcashUSDT,bIBTA,bIB01,TBONDS13,TBONDS01,STBT,USTY,USYC,RCOIN,OUSG,USDY,FOBXX,WTSYX,tfBill,FLTTX,WTSTX,WTLGX,WTTSX,TIPSX,WTGXX,USTB,BUIDL,TBV,XTBT,mTBILL,bZPR1,USFR.d
1698364800000,2023-10-27,Total Asset Value (Dollar),11061385.20,20949060.96,16700018.00,80651.25,3320100.00,48530664.00,7962.97,8345.22,90417048.74,,22945035.24,381409.58,160568437.03,30660779.24,314257511.04,1072926.90,8500000.00,1187347.97,932685.52,845641.94,967655.80,963121.82,,,,,,,,
1698451200000,2023-10-28,Total Asset Value (Dollar),11066536.96,20953965.19,16700018.00,80687.05,3332700.00,48544272.00,7993.19,8347.56,90417048.74,,22946484.93,381409.58,160669745.38,30663811.05,314257511.04,1072926.90,8500000.00,1187347.97,932685.52,845641.94,967655.80,963121.82,,,,,,,,
1698537600000,2023-10-29,Total Asset Value (Dollar),11066714.47,21002290.64,16700018.00,80730.63,3332700.00,48544272.00,7993.19,8347.56,90417048.74,,22946484.93,381409.58,160669745.38,30666841.37,314257511.04,1072926.90,8500000.00,1187347.97,932685.52,845641.94,967655.80,963121.82,,,,,,,,
1698624000000,2023-10-30,Total Asset Value (Dollar),11066714.47,20953892.76,16799855.00,80730.19,3332700.00,48544272.00,7993.19,8347.56,90417048.74,,39849875.62,381409.58,166621509.20,30685019.80,314354367.73,1072926.90,8500000.00,1187373.16,932685.52,845641.94,967681.27,963121.82,,,,,,,,
1698710400000,2023-10-31,Total Asset Value (Dollar),16067363.38,20470100.44,16799855.00,80743.20,3326400.00,48712104.00,7978.08,8376.42,90417048.74,,42328458.94,381409.58,166150836.70,30688051.32,314397323.29,1072926.90,8500000.00,1187423.55,932685.52,845641.94,967681.27,963121.82,,,,,,,,
1698796800000,2023-11-01,Total Asset Value (Dollar),16066728.48,20468234.37,16799855.00,80777.36,3326400.00,48562416.00,7978.08,8350.68,79417048.74,,42329228.13,381409.58,169274314.27,34301852.76,322711337.00,1072926.90,8500000.00,1187448.74,932685.52,845641.94,967681.27,963121.82,,,,,,,,
1698883200000,2023-11-02,Total Asset Value (Dollar),15861798.06,20480357.74,16799855.00,50731.11,3320100.00,48675816.00,7962.97,8370.18,79417044.74,,42329996.65,381409.58,168948156.40,34302305.40,322717600.20,1093168.80,8500000.00,1187448.74,932685.52,845641.94,967681.27,963121.82,,,,,,,,
1698969600000,2023-11-03,Total Asset Value (Dollar),15965033.54,20212823.71,16799855.00,50768.60,3332700.00,48639528.00,7993.19,8363.94,79417044.74,,42333141.57,381409.58,168758292.98,34302748.05,322718474.43,1093195.84,8500000.00,1187499.11,932710.84,845690.70,967706.41,963121.82,,,,,,,,
1699056000000,2023-11-04,Total Asset Value (Dollar),15972511.11,20215633.24,16799855.00,50765.01,3351600.00,48771072.00,8038.52,8386.56,79417044.74,,42333141.57,381409.58,168758292.98,34303633.33,326220355.28,1093195.84,8500000.00,1187499.11,932710.84,845690.70,967706.41,963121.82,,,,,,,,
1699142400000,2023-11-05,Total Asset Value (Dollar),15972511.11,20200456.72,16799855.00,50773.19,3351600.00,48771072.00,8038.52,8386.56,79417044.74,,42333141.57,381409.58,168758292.98,34304075.98,326220355.28,1093195.84,8500000.00,1187499.11,932710.84,845690.70,967706.41,963121.82,,,,,,,,
1699228800000,2023-11-06,Total Asset Value (Dollar),16062233.70,20240647.25,16799855.00,50781.33,3351600.00,48771072.00,8038.52,8386.56,79417044.74,,43317991.42,381409.58,168808236.56,34408143.04,326926482.98,1093175.60,8500000.00,1187474.04,932710.84,845690.70,967706.41,963096.18,,,,,,,,
1699315200000,2023-11-07,Total Asset Value (Dollar),15857599.17,20139954.56,16799855.00,50783.29,3332700.00,48771072.00,7993.19,8386.56,79517144.74,,43318743.43,381409.58,168744539.28,34409048.78,326965363.74,1093175.60,8500000.00,1187574.73,932771.64,845721.01,967746.68,963096.18,1000000.00,,,,,,,
1699401600000,2023-11-08,Total Asset Value (Dollar),15864599.46,20133350.74,14793090.90,50727.62,3332700.00,48621384.00,7993.19,8360.82,79516143.84,,43319494.00,381409.58,168744539.28,34409501.66,327017903.61,1093175.60,8500000.00,1187574.73,932771.64,845721.01,967746.68,963096.18,1000000.00,,,,,,,
1699488000000,2023-11-09,Total Asset Value (Dollar),16365520.64,20245872.11,14793090.90,50788.99,3345300.00,48780144.00,8023.41,8388.12,79516138.84,,43320248.51,381409.58,168075579.52,34410407.38,327064621.21,1093175.60,8500000.00,1189313.27,932771.64,845721.01,967746.68,963096.18,1000000.00,,,,,,,
1699574400000,2023-11-10,Total Asset Value (Dollar),16368191.12,20222557.10,14793090.90,50783.02,3332700.00,48712104.00,7993.19,8376.42,84191693.84,,42951006.74,381409.58,168205345.57,34410860.25,326704367.31,1093175.60,8500000.00,1193532.48,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,
1699660800000,2023-11-11,Total Asset Value (Dollar),16368191.12,20236677.77,14793090.90,50.33,3345300.00,48757464.00,8023.41,8384.22,96865289.75,,42951006.74,381409.58,168205345.57,34411313.12,326704367.31,1093175.60,8500000.00,1193532.48,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,
1699747200000,2023-11-12,Total Asset Value (Dollar),16368191.12,20223710.92,14793090.90,50.29,3345300.00,48757464.00,8023.41,8384.22,96865289.75,,42951006.74,381409.58,168205345.57,34412218.86,326704367.31,1093175.60,8500000.00,1193532.48,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,
1699833600000,2023-11-13,Total Asset Value (Dollar),16368191.12,20230632.60,14893090.90,50.28,3345300.00,48757464.00,8023.41,8384.22,96865289.75,,42953175.67,381409.58,166654359.63,34412671.73,323751090.90,1094633.65,8500000.00,1196149.51,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55037.92
1699920000000,2023-11-14,Total Asset Value (Dollar),16268261.66,20216878.45,14792701.90,50.28,3332700.00,48725712.00,7993.19,8378.76,108715291.75,,42953900.07,381409.58,166554539.60,34413577.48,323751090.90,1094734.32,8500000.00,1196174.65,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55070.68
1700006400000,2023-11-15,Total Asset Value (Dollar),17866816.06,20255454.68,14792701.90,50.31,3357900.00,48752928.00,8053.63,8383.44,108715291.75,,42954624.49,381409.58,166554539.60,34414030.35,323849233.43,1094734.32,8500000.00,1188554.65,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55059.76
1700092800000,2023-11-16,Total Asset Value (Dollar),19365249.52,17575819.40,14792701.90,50.27,3332700.00,48680352.00,7993.19,8370.96,108715291.75,,44860061.21,381409.58,166261200.59,34414483.22,328895823.68,1094734.32,8500000.00,1189057.47,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55059.76
1700179200000,2023-11-17,Total Asset Value (Dollar),19475656.33,16553289.94,12782889.03,50.28,3339000.00,48693960.00,8008.30,8373.30,108715291.75,,44861657.98,381409.58,166311043.44,34415388.96,328784733.27,1094734.32,8500000.00,1189057.47,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55092.52
1700265600000,2023-11-18,Total Asset Value (Dollar),19475656.33,16565961.91,12782889.03,50.31,3351600.00,48716640.00,8038.52,8377.20,108715291.75,,44861657.98,381409.58,166311043.44,34415843.31,328784733.27,1094734.32,8500000.00,1189057.47,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55092.52
1700352000000,2023-11-19,Total Asset Value (Dollar),19505132.67,16546973.42,12782889.03,50.26,3351600.00,48716640.00,8038.52,8377.20,108715291.75,,44861657.98,381409.58,166311043.44,34416296.19,328784733.27,1094734.32,8500000.00,1189057.47,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55092.52
1700438400000,2023-11-20,Total Asset Value (Dollar),19605122.93,16556404.65,12782889.03,50.30,3351600.00,48716640.00,8038.52,8377.20,108715291.75,,43736492.96,381409.58,166055870.06,34425969.66,328821631.97,1093275.27,8500000.00,1179813.51,932771.64,845721.01,967746.68,963121.67,1000000.00,,,,,,,55092.52
1700524800000,2023-11-21,Total Asset Value (Dollar),19707903.05,16571108.85,12782989.03,50.31,3345300.00,48798288.00,8023.41,8391.24,108715296.75,,43737224.39,381409.58,166155538.41,34426425.51,326830271.58,1093275.27,8500000.00,1179813.51,932771.64,845721.01,967746.68,963121.67,1000325.00,,,,,,,55103.44
1700611200000,2023-11-22,Total Asset Value (Dollar),19711001.23,16579970.59,12882888.03,50.30,3364200.00,48893544.00,8068.74,8407.62,108815296.75,,43737954.42,381409.58,165756909.78,34427337.20,326936967.08,1093174.60,8500000.00,1179813.51,932771.64,845721.01,967746.68,963121.67,1000368.00,,,,,,,55106.44
1700697600000,2023-11-23,Total Asset Value (Dollar),19616625.76,17229263.01,12882888.03,50.27,3351600.00,48793752.00,8038.52,8390.46,108815297.75,,43739414.49,381409.58,165756909.78,34427793.04,326936967.08,1093174.60,8500000.00,1179813.51,932771.64,845721.01,967746.68,963121.67,1000368.00,,,,,,,55139.20
1700784000000,2023-11-24,Total Asset Value (Dollar),19546036.55,17235314.25,12882888.03,50.32,3351600.00,48793752.00,8038.52,8390.46,108414897.75,,43868521.17,381409.58,163734777.81,34428248.89,330594309.48,1093174.60,8500000.00,1179813.51,932771.64,845771.44,967746.68,963121.67,1000293.00,,,,,,,55139.20
1700870400000,2023-11-25,Total Asset Value (Dollar),19553777.59,17241638.65,12882888.03,50.30,3345300.00,48916224.00,8023.41,8411.52,108544897.75,,43868521.17,381409.58,163734777.81,34429160.57,330594309.48,1093174.60,8500000.00,1179813.51,932771.64,845771.44,967746.68,963121.67,1000293.00,,,,,,,54898.94
1700956800000,2023-11-26,Total Asset Value (Dollar),19553777.59,17226842.35,12882888.03,50.28,3345300.00,48916224.00,8023.41,8411.52,108544897.75,,43868521.17,381409.58,163734777.81,34429616.42,330594309.48,1093174.60,8500000.00,1179813.51,932771.64,845771.44,967746.68,963121.67,1000293.00,,,,,,,54898.94
1701043200000,2023-11-27,Total Asset Value (Dollar),19653765.40,17198353.66,12882888.03,50.31,3345300.00,48916224.00,8023.41,8411.52,108544897.75,,44752313.91,381409.58,163734777.81,37048884.00,330652009.65,1093677.52,8500000.00,1180817.55,932771.64,845771.44,967746.68,963121.67,1000193.00,,,,,,,54898.94
1701129600000,2023-11-28,Total Asset Value (Dollar),19657232.55,17181982.97,12882888.03,50.30,3364200.00,48925296.00,8068.74,8413.08,110544897.75,,44488036.10,381409.58,163531920.05,34671450.57,330721174.00,1093677.52,8500000.00,1180817.55,932771.64,845746.34,967746.68,963121.67,1000153.00,,,,,,,54909.87
1701216000000,2023-11-29,Total Asset Value (Dollar),20560067.27,15432283.29,12882888.03,50.27,3345300.00,48780144.00,8023.41,8388.12,110544897.75,,44488791.75,381409.58,163972351.30,34671932.88,329384180.62,1093600.93,8500000.00,1180625.90,932771.64,845746.34,967746.68,963121.67,1000173.00,,,,,,,54920.79
1701302400000,2023-11-30,Total Asset Value (Dollar),20562572.53,15698668.08,12882888.03,50.25,3364200.00,48893544.00,8068.74,8407.62,105644901.75,,44489538.31,381409.58,163972351.30,34672891.88,328097413.69,1093801.61,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1000174.00,,,,,,,54121.34
1701388800000,2023-12-01,Total Asset Value (Dollar),20555325.25,15694735.47,12882888.03,50.30,3351600.00,48920760.00,8038.52,8412.30,105644901.75,,44493884.55,381409.58,164276388.59,34673371.39,328097413.69,1093801.61,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1003551.51,,,,,,,54153.63
1701475200000,2023-12-02,Total Asset Value (Dollar),20564753.92,15901897.62,12882888.03,50.31,3364200.00,48988800.00,8068.74,8424.00,105644901.75,,44493884.55,381409.58,164276388.59,34673850.90,328279229.97,1093801.61,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1003551.51,,,,,,,54153.63
1701561600000,2023-12-03,Total Asset Value (Dollar),20564753.92,15884533.05,12882888.03,50.27,3364200.00,48988800.00,8068.74,8424.00,105644901.75,,44493884.55,381409.58,162216411.63,34674809.91,328279229.97,1093801.61,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1003551.51,,,,,,,54153.63
1701648000000,2023-12-04,Total Asset Value (Dollar),20667846.36,15914644.33,12882888.03,50.28,3364200.00,48988800.00,8068.74,8424.00,105514772.70,,44594022.84,381409.58,162425274.35,35430957.35,328279226.94,1093826.65,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1003526.48,,,,,,,54153.63
1701734400000,2023-12-05,Total Asset Value (Dollar),20670716.62,15907177.84,12787493.03,50.28,3357900.00,48902616.00,8053.63,8409.18,105514772.70,,44544797.33,381409.58,151630271.50,35432064.97,328423607.73,1093826.65,8500000.00,1181127.77,932771.64,845746.34,967746.68,963121.67,1003526.48,,,,,,,54164.39
1701820800000,2023-12-06,Total Asset Value (Dollar),20774461.61,15896513.72,12787493.03,50.25,3383100.00,48839112.00,8114.07,8398.26,105514772.70,,44545528.59,381409.58,152624330.42,35432618.78,327207676.67,1093851.67,8500000.00,1181126.76,932771.64,845746.34,967746.68,963121.67,1003526.48,,,,,,539500.00,54164.39
1701907200000,2023-12-07,Total Asset Value (Dollar),22698394.25,15902528.82,12681789.03,50.27,3364200.00,48839112.00,8068.74,8398.26,105514772.70,,44546257.07,381409.58,151904168.57,35433726.39,325004899.19,1093849.67,8500000.00,1181091.28,932771.64,845746.34,967746.68,963121.67,1003525.48,,,,,,539500.00,54230.30
1701993600000,2023-12-08,Total Asset Value (Dollar),22700267.46,15620201.44,12581535.03,50.33,3370500.00,49029624.00,8083.85,8431.02,105514772.70,,44550868.25,381409.58,151956123.45,35434280.20,322023609.14,1093829.67,8500000.00,1181040.69,932771.64,845746.34,967746.68,963121.67,1003525.48,,,2500.00,,,538500.00,54230.30
1702080000000,2023-12-09,Total Asset Value (Dollar),22709420.99,15624837.45,12581535.03,50.32,3370500.00,49025088.00,8083.85,8430.24,105514772.70,,44550868.25,381409.58,150022056.08,35434834.01,322023609.14,1093829.67,8500000.00,1181040.69,932771.64,845746.34,967746.68,963121.67,1003525.48,,,2500.00,,,538500.00,54241.07
1702166400000,2023-12-10,Total Asset Value (Dollar),22711370.28,15616151.68,12581535.03,50.28,3370500.00,49025088.00,8083.85,8430.24,105514772.70,,44550868.25,381409.58,150022056.08,35435941.63,322023609.14,1093829.67,8500000.00,1181040.69,932771.64,845746.34,967746.68,963121.67,1003525.48,,,2500.00,,,538500.00,54241.07
1702252800000,2023-12-11,Total Asset Value (Dollar),22711370.28,15625196.64,12581535.03,50.25,3370500.00,49025088.00,8083.85,8430.24,105514772.70,,44553036.96,381409.58,150022056.08,36190683.31,327069250.68,1093804.45,8500000.00,1181015.52,932771.64,845746.34,967746.68,963121.67,1003525.48,,,3000.00,,,538500.00,54241.07
1702339200000,2023-12-12,Total Asset Value (Dollar),22814090.10,15611262.09,12781535.03,50.23,3364200.00,49034160.00,8068.74,8431.80,105951999.04,,44547022.56,381409.58,146820257.28,36191939.10,327156592.39,1093804.45,8500000.00,1181015.52,932771.64,845746.34,967746.68,963121.67,1003525.48,,,8300.00,,,538650.00,54241.07
1702425600000,2023-12-13,Total Asset Value (Dollar),22916646.58,15376694.24,12781535.03,50.28,3357900.00,48957048.00,8053.63,8418.54,105951999.04,,44547744.10,381409.58,146288557.98,36192570.47,327281026.92,1093804.45,8500000.00,1180990.24,932771.64,845746.34,967746.68,963121.67,1003524.48,,,8300.00,,,538650.00,54284.16
1702512000000,2023-12-14,Total Asset Value (Dollar),22920256.60,15373773.85,12781535.03,50.29,3383100.00,49043232.00,8114.07,8433.36,106452967.15,,44548460.73,381409.58,146327569.37,36191358.39,327377916.10,1093804.45,8500000.00,1180990.24,932771.64,845746.34,967746.68,963121.67,1003559.48,,,8300.00,,,538650.00,54273.39
1702598400000,2023-12-15,Total Asset Value (Dollar),22924268.90,15373623.99,12781535.03,50.29,3402000.00,48920760.00,8159.40,8412.30,106350237.12,,45394163.83,381409.58,139041957.39,36192594.22,327507484.37,1093804.45,8500000.00,1181065.36,932771.64,845746.34,967746.68,963121.67,5003559.48,,,10300.00,,,538650.00,54284.16
1702684800000,2023-12-16,Total Asset Value (Dollar),22933995.30,15198220.20,12781535.03,50.26,3389400.00,49088592.00,8129.18,8441.16,106350237.12,,45394163.83,381409.58,139091888.96,36193212.14,327507484.37,1093804.45,8500000.00,1181065.36,932771.64,845746.34,967746.68,963121.67,5003609.48,,,10300.00,,,538650.00,54284.16
1702771200000,2023-12-17,Total Asset Value (Dollar),22933995.30,15092207.23,12781535.03,50.24,3389400.00,49088592.00,8129.18,8441.16,106350237.12,,45394163.83,381409.58,139091888.96,36194447.97,327507484.37,1093804.45,8500000.00,1181065.36,932771.64,845746.34,967746.68,963121.67,5003609.48,,,10300.00,,,538650.00,54284.16
1702857600000,2023-12-18,Total Asset Value (Dollar),22933995.30,15090802.81,12781535.03,50.26,3389400.00,49088592.00,8129.18,8441.16,106350237.12,,45298676.33,381409.58,139107419.91,36295927.34,327690322.69,1093801.41,8500000.00,1181065.36,932771.64,845746.34,967746.68,963121.67,5003609.48,,,10300.00,,,538650.00,54284.16
1702944000000,2023-12-19,Total Asset Value (Dollar),22937057.46,15098525.55,12781535.03,50.27,3389400.00,49097664.00,8129.18,8442.72,106350237.12,,44337545.53,381409.58,137065361.84,36297185.90,327516833.37,1093801.41,8500000.00,1180061.32,932771.64,845746.34,967746.68,963121.67,5003631.48,,,10300.00,,,539200.00,54305.71
1703030400000,2023-12-20,Total Asset Value (Dollar),22735700.69,15091455.37,12781535.03,50.27,3389400.00,49102200.00,8129.18,8443.50,105555389.02,,44338259.14,381409.58,136811108.36,64689501.53,327499379.50,1093801.41,8500000.00,1180160.42,932771.64,845746.34,967746.68,963121.67,5003632.48,,,35300.00,,,539200.00,54316.48
1703116800000,2023-12-21,Total Asset Value (Dollar),23738465.75,15327191.76,12781535.03,50.28,3383100.00,49002408.00,8114.07,8426.34,105555389.02,,44338957.52,381409.58,134125165.31,64692916.22,327591886.16,1093800.50,8500000.00,1180160.42,932771.64,845746.34,967746.68,963121.67,5003626.71,,,35300.00,,,539200.00,54316.48
1703203200000,2023-12-22,Total Asset Value (Dollar),23742203.52,15296648.98,12781535.03,50.31,3408300.00,49143024.00,8174.51,8450.52,105555389.02,,44518591.34,381409.58,134161375.53,64699745.60,327777318.27,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5003626.46,,,35300.00,,,539200.00,54348.80
1703289600000,2023-12-23,Total Asset Value (Dollar),23756379.67,15291032.44,12781535.03,50.29,3383100.00,49192920.00,8114.07,8459.10,105555389.02,,44521478.22,381409.58,134245856.23,64703160.29,327777318.27,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5003626.46,,,35300.00,,,540150.00,54090.25
1703376000000,2023-12-24,Total Asset Value (Dollar),23756379.67,15280102.95,12781535.03,50.25,3383100.00,49192920.00,8114.07,8459.10,105555389.02,,44521478.22,381409.58,134245856.23,64709977.84,327777318.27,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5003626.46,,,35300.00,,,540150.00,54090.25
1703462400000,2023-12-25,Total Asset Value (Dollar),23756379.67,15302383.11,12781535.03,50.28,3383100.00,49192920.00,8114.07,8459.10,105555389.02,,44521478.22,381409.58,134245856.23,64713392.47,327777318.27,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5003626.46,,,35300.00,,,540150.00,54090.25
1703548800000,2023-12-26,Total Asset Value (Dollar),25344689.85,14052613.81,12781535.03,50.29,3383100.00,49192920.00,8114.07,8459.10,105555389.02,,44521478.22,381409.58,134245856.23,64934516.83,325561451.50,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5023627.69,,,36300.00,,,540150.00,54090.25
1703635200000,2023-12-27,Total Asset Value (Dollar),25346387.16,14039246.64,12781535.03,50.28,3408300.00,49124880.00,8174.51,8447.40,100766069.44,,44522199.98,381409.58,134418026.20,64941383.51,325467138.92,1093800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5023627.69,,,36300.00,,,540150.00,54090.25
1703721600000,2023-12-28,Total Asset Value (Dollar),25348521.04,14040140.94,12781535.03,50.28,3402000.00,49097664.00,8159.40,8442.72,100766069.44,,44522921.75,389762.45,133935746.69,64944814.79,325514315.54,1078800.50,8500000.00,1180160.42,932771.48,845746.34,967746.68,963121.67,5023678.76,,,36300.00,,,540150.00,54090.25
1703808000000,2023-12-29,Total Asset Value (Dollar),24822519.09,14075022.55,12781535.03,50.28,3402000.00,49201992.00,8159.40,8460.66,96128191.33,,44526663.09,389762.45,133935482.23,64951681.44,325653728.53,1078800.50,8500000.00,1180195.93,932771.48,845746.34,967746.68,963121.67,5023678.76,,,36300.00,,,540150.00,54122.57
1703894400000,2023-12-30,Total Asset Value (Dollar),24831605.56,14064447.43,12781535.03,50.28,3389400.00,49129416.00,8129.18,8448.18,96128191.33,,44390310.32,389762.45,134020374.81,64955076.53,325653728.53,1078800.50,8500000.00,1180195.93,932771.48,845746.34,967746.68,963121.67,5023678.76,,,36300.00,,,538650.00,54122.57
1703980800000,2023-12-31,Total Asset Value (Dollar),24831605.56,14050562.68,12781535.03,50.25,3389400.00,49129416.00,8129.18,8448.18,96128191.33,,44390310.32,389762.45,126850998.07,64961901.80,325653728.53,1078800.50,8500000.00,1180195.93,932771.48,845746.34,967746.68,963121.67,5023678.76,,,36300.00,,,538650.00,54122.57
1704067200000,2024-01-01,Total Asset Value (Dollar),24831605.56,14078673.30,12781535.03,50.32,3389400.00,49129416.00,8129.18,8448.18,96128191.33,,44390310.32,389762.45,126850998.07,64965334.75,325653728.53,1078800.50,8500000.00,1180195.93,932771.48,845746.34,967746.68,963121.67,5023678.76,,,36300.00,,,538650.00,54122.57
1704153600000,2024-01-02,Total Asset Value (Dollar),24769633.35,12076105.32,12781535.03,50.37,3389400.00,49129416.00,8129.18,8448.18,96128191.33,,44244066.20,389762.45,122491411.21,64801595.69,324298353.96,1078800.50,8500000.00,1180703.12,932795.75,845769.63,967746.68,963121.67,5037843.59,,,38300.00,,,538650.00,54122.57
1704240000000,2024-01-03,Total Asset Value (Dollar),24772974.14,12055783.99,12781535.03,50.32,3408300.00,49102200.00,8174.51,8443.50,96128191.33,,44244799.19,389762.45,121648404.07,64808428.84,333909277.51,1078800.50,8500000.00,1171523.56,932795.75,845769.63,967746.68,963121.67,5037843.58,,,38300.00,,,538650.00,53344.98
1704326400000,2024-01-04,Total Asset Value (Dollar),26309025.22,11061149.83,12781535.03,50.31,3389400.00,49111272.00,8129.18,8445.06,96128191.33,,44245532.20,389762.45,121514820.50,64811845.42,333192497.42,1078800.50,8500000.00,1171489.01,932795.75,845769.63,967746.68,963121.67,5037833.58,10000000.00,,38200.00,,,538900.00,53344.98
1704412800000,2024-01-05,Total Asset Value (Dollar),26313142.24,11068224.37,11770015.03,50.31,3383100.00,49065912.00,8114.07,8437.26,96128191.33,,44398241.38,389762.45,121268707.02,64815262.00,333231643.00,1078800.50,8500000.00,1171489.01,932795.75,845769.63,967746.68,963121.67,5037835.58,10000000.00,,38200.00,,,538900.00,53376.83
1704499200000,2024-01-06,Total Asset Value (Dollar),26324596.59,11070363.41,11770015.03,50.30,3402000.00,49079520.00,8159.40,8439.60,93089489.15,,44400384.86,389762.45,121323582.00,64822095.15,333231643.00,1078800.50,8500000.00,1171489.01,932795.75,845769.63,967746.68,963121.67,5037835.58,10000000.00,,38200.00,,,538900.00,53387.44
1704585600000,2024-01-07,Total Asset Value (Dollar),26324596.59,11085435.62,11770015.03,50.36,3402000.00,49079520.00,8159.40,8439.60,93089489.15,,44400384.86,389762.45,121323582.00,64825506.05,333231643.00,1078800.50,8500000.00,1171489.01,932795.75,845769.63,967746.68,963121.67,5037835.58,10000000.00,,38200.00,,,538900.00,53387.44
1704672000000,2024-01-08,Total Asset Value (Dollar),26324596.59,11061159.06,11770015.03,50.30,3402000.00,49079520.00,8159.40,8439.60,93089489.15,,44400384.86,389762.45,115881254.16,64833453.63,333390565.63,1023800.50,8500000.00,1171486.98,932795.75,845769.63,967746.68,963121.67,5037838.58,10000000.00,,36700.00,,,538900.00,53387.44
1704758400000,2024-01-09,Total Asset Value (Dollar),26327135.27,11059596.32,11770015.03,50.28,3389400.00,49161168.00,8129.18,8453.64,93089489.15,,44401099.39,389762.45,115891164.72,64835854.08,333373269.06,1023800.50,8500000.00,1171588.33,932795.75,845769.63,967746.68,963121.67,5037826.56,10000000.00,,61604.70,,,538900.00,53393.44
1704844800000,2024-01-10,Total Asset Value (Dollar),26331988.45,11172951.28,11770015.03,50.27,3389400.00,49260960.00,8129.18,8470.80,93089489.15,,44401813.93,389762.45,114507167.71,64611561.05,336281340.23,1002752.31,8500000.00,1175765.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,61604.70,,,541000.00,53393.44
1704931200000,2024-01-11,Total Asset Value (Dollar),26334939.13,12011828.61,11770015.03,50.21,3389400.00,49211064.00,8129.18,8462.22,93089489.15,,44402528.48,389762.45,114517359.56,64618349.59,336330863.79,1002752.31,8500000.00,1166621.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,60604.70,,,541000.00,53404.05
1705017600000,2024-01-12,Total Asset Value (Dollar),26235043.44,12045261.59,11770015.03,50.33,3402000.00,49288176.00,8159.40,8475.48,93089489.15,,44409686.86,389762.45,114537893.74,64621732.61,336556204.76,1002752.31,8500000.00,1166621.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,60604.70,,,539500.00,53446.51
1705104000000,2024-01-13,Total Asset Value (Dollar),26249741.82,12026598.78,11770015.03,50.31,3414600.00,49138488.00,8189.62,8449.74,93089489.15,,44412550.68,389762.45,114610231.60,64627854.86,336556204.76,1002752.31,8500000.00,1166621.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,60604.70,,,539500.00,53435.90
1705190400000,2024-01-14,Total Asset Value (Dollar),26249741.82,12023360.31,11770015.03,50.08,3414600.00,49138488.00,8189.62,8449.74,93089489.15,,44412550.68,389762.45,114610231.60,64631246.15,336556204.76,1002752.31,8500000.00,1166621.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,60604.70,,,539500.00,53435.90
1705276800000,2024-01-15,Total Asset Value (Dollar),25940220.61,12029607.99,11770015.03,50.27,3414600.00,49138488.00,8189.62,8449.74,93089489.15,,44412550.68,389762.45,114610231.60,64634637.67,336556204.76,1002752.31,8500000.00,1166621.92,932795.75,845769.63,967746.68,962874.46,5038095.73,10000000.00,,58604.70,,1999338.48,539500.00,53435.90
1705363200000,2024-01-16,Total Asset Value (Dollar),25940220.61,12019173.21,11770015.03,50.27,3414600.00,49138488.00,8189.62,8449.74,93089489.15,,44412550.68,389762.45,114421001.09,64654508.47,336488109.82,1002752.31,8500000.00,1166723.16,932795.75,845769.63,967746.68,962874.46,5038101.73,10000000.00,,58604.70,,1999338.48,539500.00,53435.90
1705449600000,2024-01-17,Total Asset Value (Dollar),25942606.16,12023169.72,11770015.03,50.25,3414600.00,49152096.00,8189.62,8452.08,93089489.15,,44413266.68,389762.45,114041751.79,64655122.46,336487902.10,1003756.33,8500000.00,1166770.84,932795.75,845706.26,967746.68,962974.48,5038351.73,10000000.00,,58604.70,,2998212.84,539500.00,53457.13
